Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Absolute value,Absolute value Footnote,Concentration Index,Concentration Index Footnote,Diversification Index,Diversification Index Footnote
1995,100,"Bulgaria",0000,"World",01,"Imports",236,,0.173542,"Estimated",0.434181,"Estimated"
1995,100,"Bulgaria",0000,"World",02,"Exports",229,,0.087616,"Estimated",0.484325,"Estimated"
1995,104,"Myanmar",0000,"World",01,"Imports",202,,0.074907,"Estimated",0.484476,"Estimated"
1995,104,"Myanmar",0000,"World",02,"Exports",89,,0.300117,"Estimated",0.816349,"Estimated"
1995,108,"Burundi",0000,"World",01,"Imports",155,,0.132461,"Estimated",0.479279,"Estimated"
1995,108,"Burundi",0000,"World",02,"Exports",22,,0.722203,"Estimated",0.758604,"Estimated"
1995,1100,"Developed economies",0000,"World",01,"Imports",260,,0.057679,,0.071998,
1995,1100,"Developed economies",0000,"World",02,"Exports",260,,0.0551,,0.11743,
1995,112,"Belarus",0000,"World",01,"Imports",234,,0.495507,"More than 30% of total trade under ""931: Special transactions & commodities not classified""",0.600192,"More than 30% of total trade under ""931: Special transactions & commodities not classified"""
1995,112,"Belarus",0000,"World",02,"Exports",216,,0.49098,"More than 30% of total trade under ""931: Special transactions & commodities not classified""",0.698403,"More than 30% of total trade under ""931: Special transactions & commodities not classified"""
1995,1120,"Developed economies: America",0000,"World",01,"Imports",259,,0.091513,,0.184757,
1995,1120,"Developed economies: America",0000,"World",02,"Exports",259,,0.073216,,0.237024,
1995,1130,"Developed economies: Asia",0000,"World",01,"Imports",257,,0.072533,,0.280125,
1995,1130,"Developed economies: Asia",0000,"World",02,"Exports",253,,0.118753,,0.389289,
1995,1140,"Developed economies: Europe",0000,"World",01,"Imports",260,,0.047777,,0.090134,
1995,1140,"Developed economies: Europe",0000,"World",02,"Exports",260,,0.047701,,0.151344,
1995,1150,"Developed economies: Oceania",0000,"World",01,"Imports",255,,0.064579,,0.216744,
1995,1150,"Developed economies: Oceania",0000,"World",02,"Exports",257,,0.101158,,0.544476,
1995,116,"Cambodia",0000,"World",01,"Imports",184,,0.158258,"Estimated",0.5879,"Estimated"
1995,116,"Cambodia",0000,"World",02,"Exports",82,,0.400964,"Estimated",0.790324,"Estimated"
1995,120,"Cameroon",0000,"World",01,"Imports",209,,0.058429,"Estimated",0.437,"Estimated"
1995,120,"Cameroon",0000,"World",02,"Exports",111,,0.31782,"Estimated",0.819106,"Estimated"
1995,1200,"Developing economies",0000,"World",01,"Imports",261,,0.054706,,0.170985,
1995,1200,"Developing economies",0000,"World",02,"Exports",261,,0.091066,,0.279274,
1995,1210,"Developing economies: Africa",0000,"World",01,"Imports",260,,0.053538,,0.25999,
1995,1210,"Developing economies: Africa",0000,"World",02,"Exports",259,,0.249745,,0.588042,
1995,1220,"Developing economies: America",0000,"World",01,"Imports",259,,0.047813,,0.197533,
1995,1220,"Developing economies: America",0000,"World",02,"Exports",259,,0.08675,,0.360559,
1995,1230,"Developing economies: Asia",0000,"World",01,"Imports",261,,0.064005,,0.206451,
1995,1230,"Developing economies: Asia",0000,"World",02,"Exports",261,,0.092769,,0.319076,
1995,124,"Canada",0000,"World",01,"Imports",258,,0.090512,,0.217678,
1995,124,"Canada",0000,"World",02,"Exports",256,,0.131783,,0.405737,
1995,1250,"Developing economies: Oceania",0000,"World",01,"Imports",235,,0.105575,,0.40822,
1995,1250,"Developing economies: Oceania",0000,"World",02,"Exports",173,,0.204746,,0.758004,
1995,1300,"Transition economies",0000,"World",01,"Imports",259,,0.156986,,0.415929,
1995,1300,"Transition economies",0000,"World",02,"Exports",257,,0.192188,,0.604976,
1995,132,"Cabo Verde",0000,"World",01,"Imports",157,,0.116183,"Estimated",0.506133,"Estimated"
1995,132,"Cabo Verde",0000,"World",02,"Exports",23,,0.368994,,0.606887,
1995,136,"Cayman Islands",0000,"World",01,"Imports",142,,0.19996,"Estimated",0.609829,"Estimated"
1995,136,"Cayman Islands",0000,"World",02,"Exports",37,,0.203414,"Estimated",0.635233,"Estimated"
1995,140,"Central African Republic",0000,"World",01,"Imports",135,,0.11631,"Estimated",0.472326,"Estimated"
1995,140,"Central African Republic",0000,"World",02,"Exports",57,,0.375599,"Estimated",0.719399,"Estimated"
1995,144,"Sri Lanka",0000,"World",01,"Imports",237,,0.083589,"Estimated",0.442673,"Estimated"
1995,144,"Sri Lanka",0000,"World",02,"Exports",173,,0.216755,"Estimated",0.749086,"Estimated"
1995,148,"Chad",0000,"World",01,"Imports",166,,0.118453,"Estimated",0.487673,"Estimated"
1995,148,"Chad",0000,"World",02,"Exports",19,,0.713062,"Estimated",0.707316,"Estimated"
1995,152,"Chile",0000,"World",01,"Imports",242,,0.065393,,0.291865,
1995,152,"Chile",0000,"World",02,"Exports",217,,0.305356,,0.778398,
1995,156,"China",0000,"World",01,"Imports",258,,0.066889,,0.412769,
1995,156,"China",0000,"World",02,"Exports",255,,0.070015,,0.477933,
1995,158,"China, Taiwan Province of",0000,"World",01,"Imports",253,,0.114002,,0.320031,
1995,158,"China, Taiwan Province of",0000,"World",02,"Exports",236,,0.109833,,0.446188,
1995,170,"Colombia",0000,"World",01,"Imports",243,,0.065186,,0.323742,
1995,170,"Colombia",0000,"World",02,"Exports",216,,0.242977,,0.646024,
1995,174,"Comoros",0000,"World",01,"Imports",106,,0.074157,"Estimated",0.424619,"Estimated"
1995,174,"Comoros",0000,"World",02,"Exports",9,,0.626385,"Estimated",0.661877,"Estimated"
1995,178,"Congo",0000,"World",01,"Imports",176,,0.168419,"Estimated",0.547718,"Estimated"
1995,178,"Congo",0000,"World",02,"Exports",46,,0.749834,"Estimated",0.82384,"Estimated"
1995,180,"Congo, Dem. Rep. of the",0000,"World",01,"Imports",207,,0.089083,,0.4779,
1995,180,"Congo, Dem. Rep. of the",0000,"World",02,"Exports",67,,0.524777,,0.813138,
1995,184,"Cook Islands",0000,"World",01,"Imports",94,,0.120126,"Estimated",0.504732,"Estimated"
1995,184,"Cook Islands",0000,"World",02,"Exports",36,,0.299272,"Estimated",0.565279,"Estimated"
1995,188,"Costa Rica",0000,"World",01,"Imports",236,,0.056722,"Estimated",0.330147,"Estimated"
1995,188,"Costa Rica",0000,"World",02,"Exports",193,,0.292466,"Estimated",0.699202,"Estimated"
1995,191,"Croatia",0000,"World",01,"Imports",247,,0.078889,,0.295343,
1995,191,"Croatia",0000,"World",02,"Exports",226,,0.10187,,0.531582,
1995,192,"Cuba",0000,"World",01,"Imports",235,,0.124287,"Estimated",0.466167,"Estimated"
1995,192,"Cuba",0000,"World",02,"Exports",91,,0.558471,"Estimated",0.820914,"Estimated"
1995,196,"Cyprus",0000,"World",01,"Imports",229,,0.093569,,0.360171,
1995,196,"Cyprus",0000,"World",02,"Exports",161,,0.2758,,0.638935,
1995,203,"Czechia",0000,"World",01,"Imports",255,,0.042024,,0.248337,
1995,203,"Czechia",0000,"World",02,"Exports",249,,0.044591,,0.367462,
1995,204,"Benin",0000,"World",01,"Imports",148,,0.13132,"Estimated",0.559924,"Estimated"
1995,204,"Benin",0000,"World",02,"Exports",55,,0.66958,,0.767674,
1995,208,"Denmark",0000,"World",01,"Imports",253,,0.060618,,0.237095,
1995,208,"Denmark",0000,"World",02,"Exports",245,,0.092016,,0.472635,
1995,2101,"Developed economies: Asia and Oceania",0000,"World",01,"Imports",257,,0.065724,,0.224441,
1995,2101,"Developed economies: Asia and Oceania",0000,"World",02,"Exports",259,,0.100415,,0.328096,
1995,2102,"Developing economies: Asia and Oceania",0000,"World",01,"Imports",261,,0.063682,,0.205526,
1995,2102,"Developing economies: Asia and Oceania",0000,"World",02,"Exports",261,,0.092506,,0.318356,
1995,2116,"Sub-Saharan Africa excluding South Africa",0000,"World",01,"Imports",260,,0.053792,,0.336714,
1995,2116,"Sub-Saharan Africa excluding South Africa",0000,"World",02,"Exports",254,,0.347181,,0.715592,
1995,2117,"Africa excluding South Africa",0000,"World",01,"Imports",260,,0.045676,,0.315071,
1995,2117,"Africa excluding South Africa",0000,"World",02,"Exports",257,,0.343247,,0.680088,
1995,212,"Dominica",0000,"World",01,"Imports",133,,0.070776,,0.503362,
1995,212,"Dominica",0000,"World",02,"Exports",25,,0.514985,,0.749812,
1995,214,"Dominican Republic",0000,"World",01,"Imports",235,,0.082113,"Estimated",0.435334,"Estimated"
1995,214,"Dominican Republic",0000,"World",02,"Exports",141,,0.207443,"Estimated",0.738003,"Estimated"
1995,2160,"Developing economies excluding China",0000,"World",01,"Imports",261,,0.056269,,0.156105,
1995,2160,"Developing economies excluding China",0000,"World",02,"Exports",261,,0.100578,,0.281164,
1995,2161,"Developing economies excluding LDCs",0000,"World",01,"Imports",261,,0.055747,,0.170621,
1995,2161,"Developing economies excluding LDCs",0000,"World",02,"Exports",261,,0.090311,,0.276987,
1995,218,"Ecuador",0000,"World",01,"Imports",227,,0.075433,,0.393087,
1995,218,"Ecuador",0000,"World",02,"Exports",161,,0.371959,,0.784419,
1995,2200,"M49 developing regions",0000,"World",01,"Imports",261,,0.054277,,0.170256,
1995,2200,"M49 developing regions",0000,"World",02,"Exports",261,,0.090469,,0.27923,
1995,2205,"M49 developed regions",0000,"World",01,"Imports",260,,0.05726,,0.070916,
1995,2205,"M49 developed regions",0000,"World",02,"Exports",260,,0.054448,,0.111751,
1995,2210,"LDCs (Least developed countries)",0000,"World",01,"Imports",258,,0.059804,,0.411152,
1995,2210,"LDCs (Least developed countries)",0000,"World",02,"Exports",253,,0.215565,,0.725082,
1995,2211,"LDCs: Africa and Haiti",0000,"World",01,"Imports",255,,0.063862,,0.424926,
1995,2211,"LDCs: Africa and Haiti",0000,"World",02,"Exports",247,,0.249792,,0.757759,
1995,2213,"LDCs: Asia",0000,"World",01,"Imports",246,,0.074144,,0.45024,
1995,2213,"LDCs: Asia",0000,"World",02,"Exports",206,,0.24028,,0.744392,
1995,2216,"LDCs: Islands",0000,"World",01,"Imports",184,,0.116163,,0.436136,
1995,2216,"LDCs: Islands",0000,"World",02,"Exports",41,,0.454797,,0.80011,
1995,222,"El Salvador",0000,"World",01,"Imports",233,,0.055525,"Estimated",0.344513,"Estimated"
1995,222,"El Salvador",0000,"World",02,"Exports",161,,0.291043,"Estimated",0.691121,"Estimated"
1995,2220,"LLDCs (Landlocked developing countries)",0000,"World",01,"Imports",260,,0.050967,,0.340911,
1995,2220,"LLDCs (Landlocked developing countries)",0000,"World",02,"Exports",256,,0.135871,,0.618378,
1995,2221,"LDCs: Africa",0000,"World",01,"Imports",255,,0.064093,,0.42629,
1995,2221,"LDCs: Africa",0000,"World",02,"Exports",246,,0.251667,,0.762181,
1995,2222,"LDCs: Islands and Haiti",0000,"World",01,"Imports",212,,0.088316,,0.438349,
1995,2222,"LDCs: Islands and Haiti",0000,"World",02,"Exports",77,,0.29353,,0.73485,
1995,2230,"SIDS (Small island developing States) (UNCTAD)",0000,"World",01,"Imports",250,,0.062157,,0.350189,
1995,2230,"SIDS (Small island developing States) (UNCTAD)",0000,"World",02,"Exports",224,,0.172629,,0.682658,
1995,2231,"SIDS: Atlantic and Indian Ocean",0000,"World",01,"Imports",229,,0.076252,,0.43347,
1995,2231,"SIDS: Atlantic and Indian Ocean",0000,"World",02,"Exports",134,,0.326499,,0.787919,
1995,2232,"SIDS: Caribbean",0000,"World",01,"Imports",245,,0.066011,,0.349092,
1995,2232,"SIDS: Caribbean",0000,"World",02,"Exports",207,,0.213415,,0.70669,
1995,2233,"SIDS: Pacific",0000,"World",01,"Imports",222,,0.097606,,0.427814,
1995,2233,"SIDS: Pacific",0000,"World",02,"Exports",97,,0.272477,,0.789321,
1995,2250,"SIDS (Small island developing States) (UN-OHRLLS)",0000,"World",01,"Imports",258,,0.12291,,0.287341,
1995,2250,"SIDS (Small island developing States) (UN-OHRLLS)",0000,"World",02,"Exports",257,,0.184998,,0.453727,
1995,226,"Equatorial Guinea",0000,"World",01,"Imports",108,,0.106401,,0.554252,
1995,226,"Equatorial Guinea",0000,"World",02,"Exports",11,,0.447435,,0.61265,
1995,231,"Ethiopia",0000,"World",01,"Imports",192,,0.122799,,0.486421,
1995,231,"Ethiopia",0000,"World",02,"Exports",47,,0.564573,"Estimated",0.784433,"Estimated"
1995,232,"Eritrea",0000,"World",01,"Imports",145,,0.135459,"Estimated",0.51097,"Estimated"
1995,232,"Eritrea",0000,"World",02,"Exports",42,,0.327202,"Estimated",0.589297,"Estimated"
1995,233,"Estonia",0000,"World",01,"Imports",244,,0.07277,"Estimated",0.340717,"Estimated"
1995,233,"Estonia",0000,"World",02,"Exports",221,,0.081324,,0.505193,
1995,234,"Faroe Islands",0000,"World",01,"Imports",170,,0.116782,"Estimated",0.413723,"Estimated"
1995,234,"Faroe Islands",0000,"World",02,"Exports",14,,0.567077,"Estimated",0.529404,"Estimated"
1995,2370,"Selected exporters of petroleum",0000,"World",01,"Imports",259,,0.069995,,0.292995,
1995,2370,"Selected exporters of petroleum",0000,"World",02,"Exports",260,,0.456109,,0.693234,
1995,2371,"Selected exporters of manufactured goods",0000,"World",01,"Imports",260,,0.071161,,0.208457,
1995,2371,"Selected exporters of manufactured goods",0000,"World",02,"Exports",260,,0.076343,,0.316351,
1995,2372,"Selected exporters of manufactured goods and primary commodities",0000,"World",01,"Imports",259,,0.058744,,0.229076,
1995,2372,"Selected exporters of manufactured goods and primary commodities",0000,"World",02,"Exports",259,,0.057539,,0.288038,
1995,2373,"Selected exporters of agricultural products",0000,"World",01,"Imports",258,,0.047272,,0.253782,
1995,2373,"Selected exporters of agricultural products",0000,"World",02,"Exports",254,,0.119837,,0.59602,
1995,2374,"Selected exporters of minerals and mining products",0000,"World",01,"Imports",260,,0.05606,,0.275103,
1995,2374,"Selected exporters of minerals and mining products",0000,"World",02,"Exports",256,,0.217794,,0.732003,
1995,2376,"Selected LIFDC (Low-income food-deficit countries)",0000,"World",01,"Imports",259,,0.061939,,0.320368,
1995,2376,"Selected LIFDC (Low-income food-deficit countries)",0000,"World",02,"Exports",255,,0.101256,,0.563573,
1995,2378,"LIFDC (Low-income food-deficit countries) (FAO)",0000,"World",01,"Imports",261,,0.053872,,0.306017,
1995,2378,"LIFDC (Low-income food-deficit countries) (FAO)",0000,"World",02,"Exports",258,,0.106118,,0.564074,
1995,238,"Falkland Islands (Malvinas)",0000,"World",01,"Imports",61,,0.317507,,0.545073,
1995,238,"Falkland Islands (Malvinas)",0000,"World",02,"Exports",14,,0.575785,,0.625604,
1995,2411,"Net food-importing economies",0000,"World",01,"Imports",261,,0.045538,,0.04881,
1995,2411,"Net food-importing economies",0000,"World",02,"Exports",261,,0.058905,,0.08121,
1995,2412,"Net food-exporting economies",0000,"World",01,"Imports",261,,0.063277,,0.068887,
1995,2412,"Net food-exporting economies",0000,"World",02,"Exports",261,,0.046681,,0.131494,
1995,2413,"Net food-exporting developing economies",0000,"World",01,"Imports",260,,0.058526,,0.189748,
1995,2413,"Net food-exporting developing economies",0000,"World",02,"Exports",261,,0.050039,,0.298853,
1995,2414,"Net food-exporting transition economies",0000,"World",01,"Imports",256,,0.211142,,0.457213,
1995,2414,"Net food-exporting transition economies",0000,"World",02,"Exports",253,,0.123773,,0.553097,
1995,2415,"Net food-exporting developed economies",0000,"World",01,"Imports",260,,0.070517,,0.10944,
1995,2415,"Net food-exporting developed economies",0000,"World",02,"Exports",260,,0.054149,,0.169165,
1995,2416,"Major net food-exporting economies",0000,"World",01,"Imports",261,,0.063801,,0.072452,
1995,2416,"Major net food-exporting economies",0000,"World",02,"Exports",261,,0.047147,,0.129855,
1995,242,"Fiji",0000,"World",01,"Imports",210,,0.108532,"Estimated",0.423782,"Estimated"
1995,242,"Fiji",0000,"World",02,"Exports",70,,0.376456,"Estimated",0.798944,"Estimated"
1995,2420,"Net food-importing developing economies",0000,"World",01,"Imports",261,,0.054966,,0.190763,
1995,2420,"Net food-importing developing economies",0000,"World",02,"Exports",261,,0.120968,,0.32731,
1995,2421,"Net food-importing transition economies",0000,"World",01,"Imports",259,,0.170232,,0.427017,
1995,2421,"Net food-importing transition economies",0000,"World",02,"Exports",257,,0.22484,,0.649693,
1995,2422,"Net food-importing developed economies",0000,"World",01,"Imports",259,,0.049069,,0.088087,
1995,2422,"Net food-importing developed economies",0000,"World",02,"Exports",260,,0.059722,,0.175828,
1995,2423,"Major net food-importing economies",0000,"World",01,"Imports",261,,0.046388,,0.05001,
1995,2423,"Major net food-importing economies",0000,"World",02,"Exports",261,,0.060297,,0.089871,
1995,246,"Finland",0000,"World",01,"Imports",255,,0.053708,,0.196122,
1995,246,"Finland",0000,"World",02,"Exports",240,,0.20312,,0.529162,
1995,2508,"Industrialized economies (UNIDO)",0000,"World",01,"Imports",261,,0.056852,,0.041503,
1995,2508,"Industrialized economies (UNIDO)",0000,"World",02,"Exports",261,,0.055969,,0.074463,
1995,2509,"EIEs (Emerging Industrial Economies) (UNIDO)",0000,"World",01,"Imports",260,,0.043346,,0.189452,
1995,2509,"EIEs (Emerging Industrial Economies) (UNIDO)",0000,"World",02,"Exports",260,,0.090392,,0.335289,
1995,251,"France",0000,"World",01,"Imports",259,,0.048224,,0.147201,
1995,251,"France",0000,"World",02,"Exports",258,,0.058505,,0.262279,
1995,2510,"Emerging markets",0000,"World",01,"Imports",261,,0.056541,,0.153746,
1995,2510,"Emerging markets",0000,"World",02,"Exports",261,,0.078745,,0.242292,
1995,2511,"Emerging markets: Africa",0000,"World",01,"Imports",257,,0.075842,,0.251649,
1995,2511,"Emerging markets: Africa",0000,"World",02,"Exports",255,,0.247862,,0.547337,
1995,2512,"Emerging markets: America",0000,"World",01,"Imports",258,,0.050755,,0.216,
1995,2512,"Emerging markets: America",0000,"World",02,"Exports",257,,0.093124,,0.356422,
1995,2513,"Emerging markets: Asia",0000,"World",01,"Imports",261,,0.068217,,0.209556,
1995,2513,"Emerging markets: Asia",0000,"World",02,"Exports",261,,0.088107,,0.315134,
1995,2514,"Emerging markets: Europe and Kazakhstan",0000,"World",01,"Imports",258,,0.079115,,0.278719,
1995,2514,"Emerging markets: Europe and Kazakhstan",0000,"World",02,"Exports",257,,0.110855,,0.441243,
1995,258,"French Polynesia",0000,"World",01,"Imports",189,,0.069391,"Estimated",0.373534,"Estimated"
1995,258,"French Polynesia",0000,"World",02,"Exports",53,,0.593688,"Estimated",0.701909,"Estimated"
1995,2611,"HIPCs (Heavily indebted poor countries) (IMF)",0000,"World",01,"Imports",257,,0.062371,,0.378371,
1995,2611,"HIPCs (Heavily indebted poor countries) (IMF)",0000,"World",02,"Exports",253,,0.152319,,0.704781,
1995,262,"Djibouti",0000,"World",01,"Imports",139,,0.13115,"Estimated",0.579373,"Estimated"
1995,262,"Djibouti",0000,"World",02,"Exports",54,,0.119574,"Estimated",0.532568,"Estimated"
1995,2621,"High-income developing economies",0000,"World",01,"Imports",261,,0.061687,,0.177656,
1995,2621,"High-income developing economies",0000,"World",02,"Exports",261,,0.087341,,0.273321,
1995,2622,"Middle-income developing economies",0000,"World",01,"Imports",260,,0.049817,,0.265768,
1995,2622,"Middle-income developing economies",0000,"World",02,"Exports",260,,0.153521,,0.539824,
1995,2623,"Low-income developing economies",0000,"World",01,"Imports",257,,0.058274,,0.394973,
1995,2623,"Low-income developing economies",0000,"World",02,"Exports",249,,0.244245,,0.705775,
1995,2624,"Low-income economies (World Bank)",0000,"World",01,"Imports",258,,0.057891,,0.396558,
1995,2624,"Low-income economies (World Bank)",0000,"World",02,"Exports",250,,0.243338,,0.692562,
1995,2625,"Lower-middle-income economies (World Bank)",0000,"World",01,"Imports",260,,0.052833,,0.272466,
1995,2625,"Lower-middle-income economies (World Bank)",0000,"World",02,"Exports",260,,0.108626,,0.495764,
1995,2626,"Upper-middle-income economies (World Bank)",0000,"World",01,"Imports",261,,0.054084,,0.193508,
1995,2626,"Upper-middle-income economies (World Bank)",0000,"World",02,"Exports",261,,0.079976,,0.294569,
1995,2627,"High-income economies (World Bank)",0000,"World",01,"Imports",261,,0.055668,,0.043683,
1995,2627,"High-income economies (World Bank)",0000,"World",02,"Exports",261,,0.05526,,0.072023,
1995,2628,"High-income OECD members (World Bank)",0000,"World",01,"Imports",260,,0.057037,,0.065027,
1995,2628,"High-income OECD members (World Bank)",0000,"World",02,"Exports",260,,0.055721,,0.108828,
1995,2629,"High-income non OECD members (World Bank)",0000,"World",01,"Imports",260,,0.075265,,0.225319,
1995,2629,"High-income non OECD members (World Bank)",0000,"World",02,"Exports",260,,0.13056,,0.373258,
1995,266,"Gabon",0000,"World",01,"Imports",193,,0.060719,"Estimated",0.430392,"Estimated"
1995,266,"Gabon",0000,"World",02,"Exports",61,,0.806862,"Estimated",0.788877,"Estimated"
1995,268,"Georgia",0000,"World",01,"Imports",150,,0.25273,"Estimated",0.669541,"Estimated"
1995,268,"Georgia",0000,"World",02,"Exports",91,,0.156377,"Estimated",0.645332,"Estimated"
1995,270,"Gambia",0000,"World",01,"Imports",134,,0.154621,"Estimated",0.580601,"Estimated"
1995,270,"Gambia",0000,"World",02,"Exports",25,,0.353474,"Estimated",0.73338,"Estimated"
1995,2710,"BASIC",0000,"World",01,"Imports",260,,0.057366,,0.282703,
1995,2710,"BASIC",0000,"World",02,"Exports",259,,0.046183,,0.402177,
1995,2711,"BRICS",0000,"World",01,"Imports",260,,0.062452,,0.253363,
1995,2711,"BRICS",0000,"World",02,"Exports",259,,0.059181,,0.360157,
1995,276,"Germany",0000,"World",01,"Imports",258,,0.065635,,0.166612,
1995,276,"Germany",0000,"World",02,"Exports",257,,0.081989,,0.278382,
1995,288,"Ghana",0000,"World",01,"Imports",199,,0.107678,"Estimated",0.461843,"Estimated"
1995,288,"Ghana",0000,"World",02,"Exports",129,,0.360871,"Estimated",0.834291,"Estimated"
1995,292,"Gibraltar",0000,"World",01,"Imports",145,,0.490398,,0.64799,
1995,292,"Gibraltar",0000,"World",02,"Exports",51,,0.302649,,0.664156,
1995,296,"Kiribati",0000,"World",01,"Imports",74,,0.100466,"Estimated",0.525567,"Estimated"
1995,296,"Kiribati",0000,"World",02,"Exports",13,,0.456394,"Estimated",0.546436,"Estimated"
1995,300,"Greece",0000,"World",01,"Imports",253,,0.05416,,0.263816,
1995,300,"Greece",0000,"World",02,"Exports",238,,0.104505,,0.591884,
1995,304,"Greenland",0000,"World",01,"Imports",165,,0.113483,"Estimated",0.448912,"Estimated"
1995,304,"Greenland",0000,"World",02,"Exports",16,,0.534786,,0.779496,
1995,308,"Grenada",0000,"World",01,"Imports",137,,0.069582,,0.453671,
